metric,severity_control,responder_count,n_pairs,mean_greedy_minus_global,bootstrap_ci_low,bootstrap_ci_high,permutation_p_value,holm_adjusted_p_value,effect_size_dz,global_win_rate_pct,tie_rate_pct
median_response_s,0.16,16,100,25.66807557160831,8.13170452220123,45.3071596542591,0.008198360327934412,0.033993201359728054,0.26950035585286103,45.0,31.0
median_response_s,0.16,20,100,26.890466752179858,15.212660733495198,40.24607077418226,0.0001999600079984003,0.01279744051189762,0.4101171121423652,42.0,45.0
median_response_s,0.16,24,100,20.37592702183872,10.147551695082285,31.401026130129186,0.0003999200159968006,0.01279744051189762,0.3685265867541193,41.0,43.0
median_response_s,0.16,32,100,4.736205271480967,-0.22379415394073787,9.904413059980882,0.07118576284743051,0.07518496300739852,0.18287948845125224,32.0,51.0
median_response_s,0.18,8,100,176.42417803621865,114.2488448071639,241.5785087802534,0.0001999600079984003,0.01279744051189762,0.5532297976877033,77.0,10.0
median_response_s,0.18,10,100,101.69660315112725,69.68896755096915,134.56095455956063,0.0001999600079984003,0.01279744051189762,0.6075935385274465,72.0,17.0
median_response_s,0.18,12,100,74.45690923786509,49.479693632665494,100.9232879930269,0.0001999600079984003,0.01279744051189762,0.566230217793501,65.0,14.000000000000002
median_response_s,0.18,14,100,50.667623636851,28.158664586519574,74.81902903341516,0.0001999600079984003,0.01279744051189762,0.4272984697943693,59.0,24.0
median_response_s,0.18,16,100,32.501915496271664,16.260467914646128,49.804894869581645,0.0001999600079984003,0.01279744051189762,0.38572623526655425,49.0,34.0
median_response_s,0.18,20,100,21.271517828607486,10.908106396094437,32.98847644697211,0.0003999200159968006,0.01279744051189762,0.3824493966789878,40.0,47.0
median_response_s,0.18,24,100,11.701724174558986,4.12069787685264,19.77279403573925,0.004199160167966407,0.027994401119776045,0.28684236326628876,33.0,56.00000000000001
median_response_s,0.18,32,100,8.610310301470072,2.8817806474374947,14.466829925442303,0.0027994401119776045,0.027994401119776045,0.2939284929635581,33.0,56.00000000000001
median_response_s,0.2,8,100,191.3901908895138,139.77017271244583,249.83275817614887,0.0001999600079984003,0.01279744051189762,0.6994277534139289,74.0,16.0
median_response_s,0.2,10,100,111.07438915110271,75.60098156357166,147.07930747805946,0.0001999600079984003,0.01279744051189762,0.6263222778692383,68.0,19.0
median_response_s,0.2,12,100,91.02750276673764,60.69681222595755,122.05818875449742,0.0001999600079984003,0.01279744051189762,0.568633023306764,68.0,22.0
median_response_s,0.2,14,100,64.24684379458138,39.294015550253974,91.14045930905225,0.0001999600079984003,0.01279744051189762,0.47801519901463124,57.99999999999999,24.0
median_response_s,0.2,16,100,43.92359233063418,25.014999453734774,63.579825053560384,0.0001999600079984003,0.01279744051189762,0.44033925871847435,49.0,33.0
median_response_s,0.2,20,100,18.662965128891557,5.966586816723283,33.39159681197071,0.006798640271945611,0.033993201359728054,0.2681027324269178,38.0,44.0
median_response_s,0.2,24,100,13.889981353985513,4.485138539521754,24.445964986575554,0.003199360127974405,0.027994401119776045,0.28281189155456365,38.0,51.0
median_response_s,0.2,32,100,7.2311717342400925,2.8010243640521977,11.89637905569231,0.001799640071985603,0.026994601079784044,0.3094085449582388,34.0,57.99999999999999
p90_response_s,0.1,8,100,435.99828495687825,365.7391984623398,515.1151844082758,0.0001999600079984003,0.01279744051189762,1.1279299851580666,96.0,1.0
p90_response_s,0.1,10,100,203.6430016249451,151.97477846381696,257.8929255210003,0.0001999600079984003,0.01279744051189762,0.7414519023507938,76.0,3.0
p90_response_s,0.1,12,100,111.32035783029379,78.90064309155346,143.2316596403618,0.0001999600079984003,0.01279744051189762,0.675018040944943,77.0,8.0
p90_response_s,0.1,14,100,92.0706272542073,62.258107812792844,121.96639356154851,0.0001999600079984003,0.01279744051189762,0.6043616187012638,65.0,13.0
p90_response_s,0.1,16,100,82.229056758305,57.650564290849104,108.67268281481235,0.0001999600079984003,0.01279744051189762,0.6284291984977316,65.0,17.0
p90_response_s,0.1,20,100,41.09928823341044,20.763761516229483,65.88681416564988,0.0001999600079984003,0.01279744051189762,0.368228266579039,53.0,22.0
p90_response_s,0.1,24,100,22.13996766278959,9.236661372364702,36.87369329313591,0.002599480103979204,0.025994801039792043,0.31178573793727593,42.0,32.0
